[    3570ms] [ERROR] Failed to load resource: the server responded with a status of 410 () @ https://api-js.mixpanel.com/decide/?verbose=1&version=3&lib=web&token=adec770be288b16d9008c964acfba5c2&distinct_id=dd1e2b6c-fa9d-4756-b448-9d47d1d67c8d&ip=1&_=1790128951960:0
[    3669ms] [LOG] Playwright Router Bridge: token mismatch null __playwright_wrm_e2e__ @ https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/client-main-fc2bf179a04b621b.js:0
[    4685ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4685ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4785ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4785ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4800ms] [ERROR] Failed to load resource: the server responded with a status of 410 () @ https://api-js.mixpanel.com/decide/?verbose=1&version=3&lib=web&token=adec770be288b16d9008c964acfba5c2&distinct_id=dd1e2b6c-fa9d-4756-b448-9d47d1d67c8d&ip=1&_=1790128953722:0
[    4942ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4942ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    5053ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    5053ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    5562ms] [WARNING] WARNING: Too many active WebGL contexts. Oldest context will be lost. @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:79
[    5570ms] [WARNING] WARNING: Too many active WebGL contexts. Oldest context will be lost. @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:79
[    5842ms] [LOG] *** sw registered: ServiceWorkerRegistration @ https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/client-main-fc2bf179a04b621b.js:0
[    5883ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ https://merchants.ubereats.com/bug-report/wisdom/bug-reporter-enabled:0
[   17484ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0:0
[   17485ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0:0
[   32601ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0:0
[   32601ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0:0
[   37815ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0:0
[   37815ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0:0
[   47718ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[   47719ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[   52785ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[   52785ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[   57802ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[   57802ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[   72895ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[   72895ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[   76362ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[   76362ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[  121002ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[  121002ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[  135868ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[  135868ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0&start=2026-09-14&end=2026-09-20&rangeType=0&settlement=aca65616-0758-5560-96c1-1ab3b943f01c:0
[  140130ms] [LOG] Playwright Router Bridge: token mismatch null __playwright_wrm_e2e__ @ https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/client-main-fc2bf179a04b621b.js:0
[  140557ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  140557ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  140693ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  140694ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  140823ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  140823ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  140936ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  140937ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  140981ms] [ERROR] Failed to load resource: the server responded with a status of 410 () @ https://api-js.mixpanel.com/decide/?verbose=1&version=3&lib=web&token=adec770be288b16d9008c964acfba5c2&distinct_id=dd1e2b6c-fa9d-4756-b448-9d47d1d67c8d&ip=1&_=1790129089461:0
[  142036ms] [ERROR] Failed to load resource: the server responded with a status of 410 () @ https://api-js.mixpanel.com/decide/?verbose=1&version=3&lib=web&token=adec770be288b16d9008c964acfba5c2&distinct_id=dd1e2b6c-fa9d-4756-b448-9d47d1d67c8d&ip=1&_=1790129090998:0
[  142634ms] [WARNING] WARNING: Too many active WebGL contexts. Oldest context will be lost. @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:79
[  142645ms] [WARNING] WARNING: Too many active WebGL contexts. Oldest context will be lost. @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:79
