[    3010ms] [LOG] Playwright Router Bridge: token mismatch null __playwright_wrm_e2e__ @ https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/client-main-7b7dd3697eede395.js:0
[    3802ms] [ERROR] Failed to load resource: the server responded with a status of 410 () @ https://api-js.mixpanel.com/decide/?verbose=1&version=3&lib=web&token=adec770be288b16d9008c964acfba5c2&distinct_id=8a1af12d-7d46-487c-a17d-58a40616a1c9&ip=1&_=1789439376584:0
[    4237ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4237ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4316ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4317ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4335ms] [ERROR] Failed to load resource: the server responded with a status of 410 () @ https://api-js.mixpanel.com/decide/?verbose=1&version=3&lib=web&token=adec770be288b16d9008c964acfba5c2&distinct_id=8a1af12d-7d46-487c-a17d-58a40616a1c9&ip=1&_=1789439376853:0
[    4434ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4435ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4510ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    4511ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[    5057ms] [WARNING] WARNING: Too many active WebGL contexts. Oldest context will be lost. @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:79
[    5066ms] [WARNING] WARNING: Too many active WebGL contexts. Oldest context will be lost. @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:79
[    5376ms] [LOG] *** sw registered: ServiceWorkerRegistration @ https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/client-main-7b7dd3697eede395.js:0
[    5383ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ https://merchants.ubereats.com/bug-report/wisdom/bug-reporter-enabled:0
[   17016ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc:0
[   17016ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc:0
[   67179ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc:0
[   67179ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc:0
[   71470ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc:0
[   71470ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc:0
[   88684ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc:0
[   88684ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc:0
[  104931ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc&settlement=d94bddeb-a50c-5844-9d96-b43688fe0eea:0
[  104931ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc&settlement=d94bddeb-a50c-5844-9d96-b43688fe0eea:0
[  112504ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc&settlement=d94bddeb-a50c-5844-9d96-b43688fe0eea:0
[  112505ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc&settlement=d94bddeb-a50c-5844-9d96-b43688fe0eea:0
[  122568ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc&settlement=d94bddeb-a50c-5844-9d96-b43688fe0eea:0
[  122568ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc&settlement=d94bddeb-a50c-5844-9d96-b43688fe0eea:0
[  127935ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc&settlement=d94bddeb-a50c-5844-9d96-b43688fe0eea:0
[  127935ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc&settlement=d94bddeb-a50c-5844-9d96-b43688fe0eea:0
[  133534ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc&settlement=d94bddeb-a50c-5844-9d96-b43688fe0eea:0
[  133534ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-09-07&end=2026-09-13&rangeType=0&restaurantUUID=1d719b8e-338b-4529-b355-a792a8f8b2cc&settlement=d94bddeb-a50c-5844-9d96-b43688fe0eea:0
